국립산음자연휴양림,경기,경기 양평군 단월면 고북길 347,031-774-8133,,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0103,https://map.naver.com/v5/entry/place/11491024?c=14201342.385601211%2C4522593.915539879%2C13%2C0%2C0%2C0%2Cdh&placePath=%2Fhome&entry=plt,명소,"주차, 예약, 남/녀 화장실 구분","['https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_4%2F1440992206966QHPUq_JPEG%2F11491024_0.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_14%2F14409922071618vDeu_JPEG%2F11491024_1.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150206_137%2F1423205538792mjT0g_JPEG%2F%25B0%25E6%25B1%25E2_%25BE%25E7%25C6%25F2%25BB%25EA%25C0%25BD%25C0%25DA%25BF%25AC%25C8%25DE%25BE%25E7%25B8%25B2_1.JPG%3Ftyp', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150206_289%2F1423205539123BqiYk_JPEG%2F%25B0%25E6%25B1%25E2_%25BE%25E7%25C6%25F2%25BB%25EA%25C0%25BD%25C0%25DA%25BF%25AC%25C8%25DE%25BE%25E7%25B8%25B2_2.JPG%3Ftyp', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150206_123%2F1423205539414heBG3_JPEG%2F%25B0%25E6%25B1%25E2_%25BE%25E7%25C6%25F2%25BB%25EA%25C0%25BD%25C0%25DA%25BF%25AC%25C8%25DE%25BE%25E7%25B8%25B2_3.JPG%3Ftyp', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150206_213%2F1423205539805XdvhM_JPEG%2F%25B0%25E6%25B1%25E2_%25BE%25E7%25C6%25F2%25BB%25EA%25C0%25BD%25C0%25DA%25BF%25AC%25C8%25DE%25BE%25E7%25B8%25B2_4.JPG%3Ftyp', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150206_172%2F1423205540096SMOJA_JPEG%2F%25B0%25E6%25B1%25E2_%25BE%25E7%25C6%25F2%25BB%25EA%25C0%25BD%25C0%25DA%25BF%25AC%25C8%25DE%25BE%25E7%25B8%25B2_5.JPG%3Ftyp', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150206_165%2F1423205540421gnE4i_JPEG%2F%25B0%25E6%25B1%25E2_%25BE%25E7%25C6%25F2%25BB%25EA%25C0%25BD%25C0%25DA%25BF%25AC%25C8%25DE%25BE%25E7%25B8%25B2_6.JPG%3Ftyp']",362476,555015
국립천관산자연휴양림,전남,전남 장흥군 관산읍 칠관로 842-1150,061-867-6974,,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0196,https://map.naver.com/v5/entry/place/11491064?c=14126658.080275666%2C4102261.201911442%2C13%2C0%2C0%2C0%2Cdh&placePath=%2Fhome&entry=plt,명소,"주차, 예약, 남/녀 화장실 구분","['https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_180%2F1440992227840AkUUS_JPEG%2F11491064_0.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_236%2F1440992228051IArrU_JPEG%2F11491064_1.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2F20160510_39%2Fjh_tour_1462860084115JSVIS_JPEG%2F%25C3%25BC%25C7%25E8%25BA%25B0_%25C0%25E5%25C8%25EF%25BD%25E6%25B3%25D7%25C0%25CF.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2F20160510_1%2Fjh_tour_1462862848375arCNr_JPEG%2F%25C0%25FC%25B3%25B2%25B0%25A1%25BA%25BC%25B8%25B8%25C7%25D1%25B0%25F7.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2F20160510_28%2Fjh_tour_1462863011280ehsDU_JPEG%2F%25C0%25FC%25B3%25B2%25B0%25A1%25BA%25BC%25B8%25B8%25C7%25D1%25B0%25F72.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2F20160510_16%2Fjh_tour_1462864759042Xsgfo_JPEG%2F%25C0%25FC%25B3%25B2%25B0%25A1%25BA%25BC%25B8%25B8%25C7%25D1%25B0%25F73.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2F20160927_29%2Fterry0708_14749862164242Fa0Y_JPEG%2F20160924_130746.jpg']",299411,216934
국립화천숲속야영장,강원,강원 화천군 간동면 배후령길 1144,033-441-4466,,,https://map.naver.com/v5/entry/place/1245635948?c=14226358.80288509%2C4580881.90624048%2C13%2C0%2C0%2C0%2Cdh&placePath=%2Fhome&entry=plt,명소,,[],382420,600863
황리단길,경북,경북 경주시 포석로 1080,,,,https://map.naver.com/v5/entry/place/677355362?c=14383547.593487117%2C4278124.536988238%2C13%2C0%2C0%2C0%2Cdh&placePath=%2Fhome&entry=plt,명소,,"['https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMjZfODYg%2FMDAxNTExNjIyODI3NTk3.AnXosDFEQTJ0Z7737Otv8Dw1dbcZzWFDatRKkD7YcCYg.KH6jnGB2GxnejczsToqLhv8XkUUJzPgAu09gTL64Loog.JPEG.hysky2000%2FIMG_9945.', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMjZfMjI1%2FMDAxNTExNjIyNzczNzMw.avulr3lqeGdH2U1cj_vHv0t7rXjga6nWdYghgjVFHkAg.mrf_qYRLYPhExqPBlW5ilAVFZ_0FojMRf00C2lK3XLAg.JPEG.hysky2000%2FIMG_0660.', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMjZfNDMg%2FMDAxNTExNjIyNzc3MjIy.hg2FqhVRMOm1wodGy4WMtI9CybEkFBPcNbDYkurBhPwg.UqmTyXQY8JxP43LrhFiVs6a-MidCmodXKbFLvEP2Dw8g.JPEG.hysky2000%2FIMG_0662.', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMjZfMzcg%2FMDAxNTExNjIyNzc4OTU3.IAtLNbWr1vt6FTJd8L5wekK5S4kng_AK-usFRyHAYHwg.fP9gdwnyER_dryi-Yr2v4AVKbjcmXq3eXR7SU02Nr94g.JPEG.hysky2000%2FIMG_0666.', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMjZfMTk0%2FMDAxNTExNjIyNzgwNzkx.jp8A-hF135uNfyQQAii2fxna7EUjbN2J34TladdoFtMg.MaOVbT4wH96mOQMiB4DjEzh6mcc6vFJv3j-hNG4H8TQg.JPEG.hysky2000%2FIMG_0667.']",509477,360281
경주세계문화엑스포공원,경북,경북 경주시 경감로 614,054-748-3011,,http://www.cultureexpo.or.kr/,https://map.naver.com/v5/entry/place/11622389?c=14392300.597087454%2C4277233.6318752635%2C13%2C0%2C0%2C0%2Cdh&placePath=%2Fhome&entry=plt,명소,,"['https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150206_232%2F1423206706609VBnBg_JPEG%2F%25B0%25E6%25BA%25CF_%25B0%25E6%25C1%25D6%25BC%25BC%25B0%25E8%25B9%25AE%25C8%25AD%25BF%25A2%25BD%25BA%25C6%25F7%25B0%25F8%25BF%25F8_1.JPG%3Ftyp', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150206_77%2F1423206708104NGQnx_JPEG%2F%25B0%25E6%25BA%25CF_%25B0%25E6%25C1%25D6%25BC%25BC%25B0%25E8%25B9%25AE%25C8%25AD%25BF%25A2%25BD%25BA%25C6%25F7%25B0%25F8%25BF%25F8_2.JPG%3Ftyp', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2F20160718_60%2F2qeet131_1468849214619P52lA_JPEG%2F%25B0%25E6%25C1%25D6.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2F20160718_58%2F2qeet131_1468849409082wHxWo_JPEG%2FIMG_1115.', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2F20160718_238%2F2qeet131_1468849420018h246I_JPEG%2FIMG_1171.', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzEwMDNfMzcg%2FMDAxNTA3MDM2NzAxMzg2.X4fPuo_uiRUqYtO5FNB_6u4wIYhi2pI98uaxZp0Lkx0g.46z1TCegqDfvxKOA6IYRxGA-hnB99d3hiucldUnYvOcg.JPEG.juwaa1004%2FIMG_7732.', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2F20161004_120%2Fred4chicken_1475560720532KRnm0_JPEG%2FDSC00130.']",516591,359652
제주레일바이크,제주,제주 제주시 구좌읍 용눈이오름로 641,064-783-0033,,http://www.jejurailpark.com/,https://map.naver.com/v5/entry/place/33359625?c=14119391.379795004%2C3957106.5578492433%2C13%2C0%2C0%2C0%2Cdh&placePath=%2Fhome&entry=plt,명소,예약,[],292058,97104
녹차미로공원,제주,제주 서귀포시 산록남로 1246 녹차미로공원,064-738-4405,,https://www.visitjeju.net/s/2000000000019747,https://map.naver.com/v5/entry/place/13530712?c=14073118.726173688%2C3934268.8920565397%2C13%2C0%2C0%2C0%2Cdh&placePath=%2Fhome&entry=plt,명소,"단체석, 주차, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분","['https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190928_255%2F1569642407972dEouG_JPEG%2FcjBft0l4QWzNODeVTiydinj5.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190928_47%2F1569642449465OaJCw_JPEG%2Faew4xjcI7O3-bwNyO1hOQ-xS.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_217%2F15487461298296Yaiq_JPEG%2F147755688302303.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_239%2F1548746150382xCvRk_JPEG%2F147755688302404.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_108%2F1548746188274TMLxz_JPEG%2F147755688302421.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180103_281%2F1514977722583j1hjx_JPEG%2F147755688302496.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_99%2F1548746145441D61S6_JPEG%2F147755688302582.jpg']",253128,78612
멍비치,강원,강원 양양군 현남면 광진리 78-20,,,,https://map.naver.com/v5/entry/place/38415954?c=14334934.769219946%2C4572828.466886159%2C13%2C0%2C0%2C0%2Cdh&placePath=%2Fhome&entry=plt,명소,"국내 유일 애견전용 해수욕장
1년 오직 45일만 운영하는 특별한 해변체험
전국 모든 반려견이 모이는 여름 휴양지","['https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220616_61%2F1655364424015231c5_JPEG%2FKakaoTalk_20220526_161554159.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220616_149%2F1655364424013CNfH4_JPEG%2FKakaoTalk_20220526_161554159_01.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA4MTVfMjY1%2FMDAxNTAyNzkwNjM1NzAy.R5fNtG4Fs5rAygD97XVilioqZ07JHtCzys5S1NPfTdQg.FvFY0dR1nu9tzZGx_aaUEl932Rl9IgVb2vanc8W-pzEg.JPEG.jeju8253%2FIMG_4870.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA3MTBfNDIg%2FMDAxNDk5NjUyMjE3MTg1.nsjFksItUdW3vxtcQe3QEPrxmbEXIwONzzznxKJa0Zwg.7Zq1_3mvAaxLRlbTDBsOqFIKOhyO12_O_cbCP-998gQg.JPEG.hanaplusu%2F20170625_121043.jpg', 'https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2F20160819_99%2Fvinasamoooo_14715889997393ak39_JPEG%2FIMG_0228.jpg']",468121,594797
